"","business_id","name","address","city","state","latitude","longitude","stars","is_open","RestaurantsAttire","RestaurantsTakeOut","BusinessAcceptsCreditCards","NoiseLevel","GoodForKids","RestaurantsReservations","RestaurantsGoodForGroups","RestaurantsPriceRange2","HasTV","Alcohol","BikeParking","RestaurantsDelivery","OutdoorSeating","Caters","WiFi","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday"
"1144","CkjKz23djBq3MoBrAzFYZw","Campana's Pizza","203 W 8th St","Lorain","OH",41.4637669873,-82.1741660312,4,1,NA,"True","True",NA,NA,"False",NA,NA,"True","1","True","False","True","True","2","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,"12:0-20:0","12:0-22:0","12:0-22:0","12:0-20:0"
"1182","stD-LTFFwlmBdzU-0aBntw","Little Nipper's Pizza II","216 N Craig St","Pittsburgh","PA",40.4506317353,-79.9510331983,3,1,"1","True","True","2","True","False","False","2","True","1","True","True","False","False","1","False","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-0:0"
"1184","tstXUpIFZQ9xYejjGQrDwg","PIZZAFIRE","15191 Pearl Rd","Strongsville","OH",41.3054447999,-81.83473,3,0,"1","True","True","2","True","False","False","2","False",NA,"False","True","False",NA,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0"
"1190","mJ24zWo_FdE3_9v24sqFiw","Vento's Pizza","420 N Highland Ave","Pittsburgh","PA",40.4652748,-79.9221357,3.5,1,"1","True","False","2","True","False","True","1","True","1","True","False","True","True","1","False","False","True","True","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0",NA
"1222","qZZ8VU1Bk-xCruEAZNwm6A","Sainato's at Rivergate","1852 Columbus Rd","Cleveland","OH",41.4892123,-81.7008022,4,1,"1","True","True","2","True","True","True","2","True","3","True","True","True","True","2","False","True","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-0:0","10:0-0:0","11:0-20:0"
"1233","TwYdL1qY7FFBl1BqCo-CJw","Sorella's Pizza","14769 Pearl Rd","Strongsville","OH",41.3070331,-81.8334473,4.5,0,"1","True","True","1","True","False","False","1","True","1","True","True","False","True","2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0:0-0:0","16:0-21:30","16:0-21:30","16:0-21:30","15:0-22:0","12:0-22:0","12:0-16:0"
"1251","YUpTWjuCgOL51Wti8XKxRw","Gionino's Pizzeria","1376 N Portage Path","Akron","OH",41.1325085,-81.5494123,2.5,1,"1","True","True",NA,"False","False","True","2","True",NA,"False","True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"1275","jyFoxS8MofdpkAAK6A2LVQ","Domino's Pizza","25044 Lorain Rd","North Olmsted","OH",41.4252514,-81.89878,2,1,NA,"True","True",NA,"True","False","True","1",NA,NA,NA,"True",NA,NA,NA,"False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-1:0","10:30-1:0","10:30-0:0"
"1283","WFM2FE0THduTbnjgGdGDLQ","Pizza Hut","80 Allegheny River Blvd","Verona","PA",40.4973738447,-79.8450547457,2.5,1,"1","True","True","3","False","False","False","1","True","1","False","True","False","False","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"1294","bftSQN9eaE5EQBe3ZztN8Q","Angelia's Pizza","202 Moon Clinton Rd","Moon Township","PA",40.5131188,-80.223404,3.5,1,"1","True","True","2","True","False","True","2","False","1","True","True","False","True","1","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:0","10:30-23:0","11:0-22:0"
"1325","z_RTK0MaxaRHRQ99hDL2QA","Benny Fierro's","1906 E Carson St","Pittsburgh","PA",40.4284235,-79.9788262,4.5,1,"1","True","True","2","True","False","True","1","True","1","True","True","False","False","1","False","True","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:30","11:0-3:0","11:0-3:0","11:0-0:0"
"1340","Uda-CqNfow8Gh4rgtdhJZg","Tomatoes II Pizzeria","1069 Washington Ave","Carnegie","PA",40.3973719815,-80.0838390877,4,1,"1","True","True","4","True","False","True","2","False","1","True","True","False","True","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","16:0-22:0","12:0-21:0"
"1367","HQhy9jCF-GBb9x-xhJ1rJQ","La Felice Pizza & Pasta","214 Moon Clinton Rd","Coraopolis","PA",40.5130714,-80.2238937,2.5,1,NA,"True","True",NA,NA,"False",NA,NA,NA,NA,NA,"True",NA,NA,"2","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-0:0","10:0-0:0","11:0-23:0"
"1381","xXZw2v10FbaqRiibXhAhlg","Fanucce's Italian Imports and Pizzeria","2032 Euclid Ave","Cleveland","OH",41.5013865,-81.6759948,3.5,0,"1","True","True","2","True","True","True","2","False","3","True","True","True",NA,"1","NA","NA","NA","NA","NA","NA","False","True","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0",NA
"1407","CTFjaE5hOldHEoTrQa78Ig","Yocono's Italian Foods","1666 W Exchange St","Akron","OH",41.107113,-81.567034,2,0,"1","True","True",NA,"True",NA,"True","1",NA,"2",NA,"False",NA,NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"1436","eY2i8JbK0AnFvMs-CyV39w","Pizza Hut","22455 Shore Center Dr","Euclid","OH",41.608846652,-81.5250469744,1,1,"1","True","True","4","False","False","True","1","True",NA,NA,"True","False","False","3","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:30-23:0","10:30-23:0","10:30-23:0","10:30-23:0","10:30-0:0","10:30-0:0","10:30-23:0"
"1440","Ev142kLmV_ASI9iAl-KfKA","Pizza Pit Extreme","1614 Monroe St","Madison","WI",43.06713,-89.414179,3,1,"1","True","True","2","True","False","True","2","True","2","True","True","True","True","2","NA","NA","NA","NA","NA","NA","False","True","False","True","False","False","False","False","False","False","False","False","False","False","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","16:0-0:0","11:0-0:0","11:0-22:0"
"1468","0-kqF27U3eBsSDtlm986Ww","Terrace Gardens Restaurant","1180 Desiderio Blvd","Clairton","PA",40.286343,-79.895656,4,1,"1","True","True","2","True","True","True","1","True","3",NA,"False","False","True","2","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","9:0-0:0","9:0-0:0","9:0-0:0","9:0-0:0","9:0-2:0","9:0-2:0","9:0-0:0"
"1514","4Y6vhw_oer_GgFQQCE7ziQ","East of Chicago Pizza","1665 E Main St","Kent","OH",41.1549773385,-81.3338500723,3,1,"1","True","True",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-22:0"
"1520","Gpm--ooVaO8bA2OCKcMSEg","Da Vinci Pizzeria","1515 Washington Blvd","Port Vue","PA",40.3341957,-79.879512,3.5,1,"1","True","True","1","True","False","False","1","False","1","True","True","True","False","2","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-18:0",NA,"11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"1534","rL5ALCnz3MT6LzWxADIaVg","Cici's Pizza","9559 Mentor Ave","Mentor","OH",41.6823443,-81.2964396,1.5,0,"1","True","True",NA,"True",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"1535","RDB4IbeleUsEaqyItDaYRw","Pizza Hut","9225 Mentor Ave","Mentor","OH",41.6776508,-81.3091044,2,1,NA,"True","True",NA,"True","False","False","1",NA,NA,NA,"True","False","False",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"1536","CqCWN9aBJf8YNJxyel7psg","Glass Nickel Pizza - Madison West","5003 University Ave","Madison","WI",43.0754069892,-89.4663978135,4,1,"1","True","True","1","True","False","True","2","True","2","True","True","False","True","2","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","10:30-22:0","10:30-23:0","10:30-23:0","10:30-23:0","10:30-1:0","10:30-1:0","10:30-23:0"
"1580","oRKyGtUsN5IcRReN7ScUwQ","Riviera Pizza & Pasta","1213 Spring Garden Ave","Pittsburgh","PA",40.460057,-79.991113,3.5,1,"1","True","True","1","True","False","False","2","True","3","False","True","False",NA,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","10:0-1:0","10:0-1:0","10:0-0:0"
"1589","QeCkX3JI0dZiC6UK4tWl6A","Italian Village Pizza","2713 Brownsville Rd","Brentwood","PA",40.3841292,-79.9774173,3,1,"1","True","True","1","True","False","True","1","True","1","True","True","False",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"1592","sYf2auhosrx8trbyP9nGyw","DP Dough","33 E Green St","Champaign","IL",40.1097629,-88.2408378,3,1,"1","True","True","2","False","False","True","1","False","1","True","True","False","True","1","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-2:0","11:0-2:0","11:0-2:0","11:0-3:0","11:0-3:0","11:0-3:0","11:0-1:0"
"1594","PBSnhhjJ9X2uMRgx4QhTcw","Sirius Pizza","15115 Puritas Ave","Cleveland","OH",41.4335801,-81.8023272,4,0,"1","True","True","1","True","False","True","2","True","1",NA,"True","False","True","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-22:0"
"1601","oPvYovnl06fy5W0e51zjMQ","Winghart's Burger & Whiskey Bar","1505 E Carson St","Pittsburgh","PA",40.4290553,-79.9831387,3.5,1,"1","True","True","2","False","False","True","2","True","3","True","True","False","False","1","False","True","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-22:0"
"1611","PuytdMfre748Xfby1Hx9Wg","Rumerz Sports Bar & Grill","1216 Woods Run Ave","Pittsburgh","PA",40.4765445,-80.0305755,4.5,1,"1","True","True",NA,"False","False","True","1","True","3","False","True","True",NA,"2","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","12:0-2:0","12:0-2:0"
"1634","hmCYLvuZSlITrQrdbHBiyw","Euro Gyro","77 Westgate Cr","Akron","OH",41.1088629,-81.5706896,1,0,"1","True","True","1","False",NA,"False","1","True","3",NA,NA,"True",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-23:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-3:0","11:0-3:0","12:0-23:0"
"1639","4NkEWTs76FplOihc-qyBZQ","Maisie's Pizza","1130 Perry Hwy, Ste 7","Pittsburgh","PA",40.5477169,-80.0355297,4,1,"1","True","True","2","True","False","False","1","True","1","False","True","False","False","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-22:0"
"1661","Tz4fdGixKO3_HvOh8i81Iw","Vinny's Pizza","618 Brookline Blvd","Pittsburgh","PA",40.3950041,-80.0221746,2,1,"1","True","True",NA,NA,"False",NA,"1",NA,"1",NA,"True",NA,"False",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0"
"1663","KHZKC-xiTAC8yoxRC_95Tg","Pizza Hut","633 S Main St","De Forest","WI",43.2393742666,-89.342553,4,1,"1","True","True",NA,"True","False","True","1","True",NA,NA,"True","False","False",NA,"False","False","False","False","False","False","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:30-23:0","10:30-23:0","10:30-23:0","10:30-23:0","10:30-0:0","10:30-0:0","10:30-22:0"
"1732","tUeYSmiIQn0WG9LN-qRLKg","R&B's Pizza Place","107 Smithfield St","Pittsburgh","PA",40.4375354,-80.0006277,2.5,0,"1","True","True","2","True","False","True","2","True","1","True","True","False","True","1","False","True","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-3:0","10:0-15:0","10:0-2:0"
"1744","ZWq8Fq13JPDAqt7rPjSwcQ","Cork-N-Bottle","6724 Mayfield Rd","Cleveland","OH",41.5195864,-81.436705,3.5,1,"1","True","True","3","False","False","True","1","True","3","True","False","True","True","2","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","True","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30","9:0-2:30"
"1768","hV9XufCpXMn2eOHzKZshHQ","Russo's Pizza","10418 Northfield Rd","Northfield","OH",41.3423244,-81.529493,4.5,1,"1","True","True",NA,"True","True","True","1",NA,NA,NA,"True",NA,NA,NA,"False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"1782","7xHbnGo4MXFkBm6gYSu_xg","Anthony's Coal Fired Pizza","1810 Settlers Ridge Center Dr","Robinson Township","PA",40.4381208892,-80.1464259305,3.5,1,"1","True","True","2","True","False","True","2","True","3","False","True","True","False","2","False","False","True","True","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","True","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-23:0","11:30-22:0"
"1794","KUZwPgq6IFYiMzwrEH5CLg","Nicco's Pizza","1610 5th Ave","Coraopolis","PA",40.5132107,-80.1533925,4,1,"1","True","True","1","True","False","False","2","True","1","False","True","False","False","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,NA,NA,NA
"1833","BxpWf0-aNxjpfdZcULR6vg","Geppetto's Pizza & Ribs","11636 Clifton Blvd","Cleveland","OH",41.4876687,-81.768538,1.5,0,"1","True","True","2","True","False","True","2","True","3",NA,"True","True",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"1835","2uOUtyXYDr47V1Ka-ia0Ag","D'Agnese's Bistro Seven Hills","7649 Broadview Rd","Seven Hills","OH",41.3577209,-81.6822806,4,1,"1","True","True","2","True","True","True","2","True","3","False","False","True","True","2","False","False","False","True","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False",NA,NA,"16:0-21:0","16:0-21:0","16:0-22:0","16:0-22:0",NA
"1838","w2_nR3p2XMWTP0J8GA_v_A","Angelo's Pizzeria & Restaurant","8162 Euclid Chardon Rd","Kirtland","OH",41.5836771,-81.3505742,3.5,1,"1","True","True","2","True","True","True","1","True","3","True","True","True","True","1","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-21:0"
"1861","Iye1RLS53c2uXjxWVjwTwA","Dominic's Pizza","221 S Jefferson St","Medina","OH",41.1375149,-81.8608955,3,1,"1","True","True","2","True","True","True","2","True","2","False","True","True","True",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"1870","5Oh4E8lTlAHzs4hrjsLFOA","Stockmano's Pizza","7678 Saltsburg Rd","Pittsburgh","PA",40.4750106,-79.7731708,4,1,"1",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","12:0-20:0"
